구분,돈,시도,제목,제공유형,장소,기간,문의처
뮤지컬/오페라,유료,경상남도,무지개 물고기 [안동],오프라인,안동문화예술의전당,2022-11-12~2022-11-13,1661-6702
뮤지컬/오페라,유료,세종특별자치시,한국사 대모험 [세종],오프라인,세종문화예술회관,2022-11-12~2022-11-13,세종문화예술회관 044-850-8940
연극,유료,서울특별시,"제6회 구로꿈나무인형극제, 도서관 생쥐",오프라인,구로꿈나무극장,2022-11-12~2022-11-13,구로꿈나무극장 02-830-2561~2 / 2508
연극,유료,광주광역시,"제25회 광주소극장축제, 고슴도치에게 선물을",오프라인,예술극장 통,2022-11-12~2022-11-13,광주소극장협회 062-222-7008 / 010-4701-7300
뮤지컬/오페라,유료,인천광역시,피터팬 [인천],오프라인,검단복지회관,2022-11-12~2022-11-13,하늘극단 1670-7343
연극,유료,서울특별시,"꽃, 피우다.",오프라인,아르코예술극장 소극장,2022-11-13~2022-11-13,02-3668-0007
음악/콘서트,유료,서울특별시,Letter (서신) (11.13),오프라인,쌀롱드무지끄,2022-11-13~2022-11-13,쌀롱드무지끄 010-8826-8364
음악/콘서트,유료,서울특별시,김하늘 피아노 독주회,오프라인,금호아트홀 연세,2022-11-13~2022-11-13,J&R예술기획 02-3491-2370
국악,유료,서울특별시,"류가양 완창 本 vol. 1, 흥보가",오프라인,한국문화의집 KOUS,2022-11-13~2022-11-13,한국문화재재단 02-566-6300
연극,무료,광주광역시,"빛고을 어린이 연극잔치, 용감한 탄티",오프라인,국립아시아문화의전당 어린이문화원,2022-11-13~2022-11-13,교육극단 파랑새 062-514-4328
음악/콘서트,유료,인천광역시,앙상블 플렉스 [인천],오프라인,엘림아트센터,2022-11-13~2022-11-13,엘림아트센터 032-289-4275
음악/콘서트,유료,경기도,"MEG아트홀 기획연주 40, Story on the Strings : 더 비전 스트링 퀄텟",오프라인,MEG아트홀,2022-11-13~2022-11-13,MEG아트홀 010-9458-5310
국악,유료,서울특별시,전주대사습뎐,오프라인,국립극장 하늘극장,2022-11-13~2022-11-13,국립극장 02-2280-4114
음악/콘서트,유료,서울특별시,코리아 반도네온 페스티벌,오프라인,세종문화회관 체임버홀,2022-11-13~2022-11-13,"조인클래식 02-525-6162, 5"
음악/콘서트,유료,서울특별시,김하늘 피아노 독주회,오프라인,금호아트홀 연세,2022-11-13~2022-11-13,02-3491-2370
음악/콘서트,유료,경기도,제8회 더 스트링스 정기연주회,오프라인,성남아트센터,2022-11-13~2022-11-13,지클레프 02-515-5123
연극,유료,서울특별시,"아시아연출가전, 꽃, 피우다",오프라인,아르코예술극장 소극장,2022-11-13~2022-11-13,극단 각인각색 010-4156-4541
음악/콘서트,유료,서울특별시,"구로 클래식 페스타, 드림챔버오케스트라",오프라인,구로아트밸리예술극장,2022-11-13~2022-11-13,"구로문화재단 02-2029-1725, 1700"
음악/콘서트,유료,서울특별시,"바리톤 김주택 & 피아니스트 정태양, 오페라 오페라",오프라인,예술의전당 IBK챔버홀,2022-11-13~2022-11-13,예술의전당 02-580-1300
뮤지컬/오페라,무료,경기도,페임,오프라인,반석아트홀,2022-11-13~2022-11-13,070-4218-9928
뮤지컬/오페라,유료,서울특별시,제2회 Bel di 오페라단 정기연주회,오프라인,북서울 꿈의숲아트센터,2022-11-13~2022-11-13,010-2455-0218
음악/콘서트,유료,부산광역시,"부산솔로이스츠앙상블 시그니처콘서트7, Classy with 송영민",오프라인,금정문화회관,2022-11-13~2022-11-13,부산솔로이스츠앙상블 010-8524-0069
무용/발레,유료,서울특별시,"제43회 서울무용제, 무.념.무.상(舞.念.舞.想) Ⅱ",오프라인,아르코예술극장 대극장,2022-11-13~2022-11-13,서울무용제 조직위원회 02-744-8066
연극,유료,서울특별시,빨간 열매,오프라인,예술의전당,2022-11-13~2022-11-13,1101 어린이라운지 02-580-1101
음악/콘서트,유료,서울특별시,김은기 플루트 독주회,오프라인,예술의전당 리사이틀홀,2022-11-13~2022-11-13,예인예술기획 02-586-0945
음악/콘서트,유료,서울특별시,김형주 귀국 호른 독주회,오프라인,예술의전당 리사이틀홀,2022-11-13~2022-11-13,예인예술기획 02-586-0945
뮤지컬/오페라,유료,광주광역시,엘사의 생일파티 [광주],오프라인,5.18 기념문화회관 민주홀,2022-11-13~2022-11-13,"극단 예일 02-555-0822~3, 1143"
뮤지컬/오페라,유료,경상남도,겨울왕국: 겨울이야기 [진해],오프라인,진해문화센터,2022-11-13~2022-11-13,극단 희망 010-2258-9411
뮤지컬/오페라,유료,경기도,피노키오 [부천],오프라인,오정아트홀,2022-11-13~2022-11-13,극단 희망 010-2258-9411
음악/콘서트,유료,서울특별시,"LOVE IN SEOUL, 콜 미 바이 유어 네임 인 콘서트",오프라인,세종문화회관 세종대극장,2022-11-13~2022-11-13,세종문화티켓 02-399-1000
음악/콘서트,유료,서울특별시,이준화 바흐 무반주 첼로 모음곡 전곡연주,오프라인,예술의전당 인춘아트홀,2022-11-13~2022-11-13,조인클래식 02-525-6162
음악/콘서트,유료,대전광역시,앙상블 톤과 함께하는 히사이시 조 영화음악콘서트,오프라인,대전 아트브릿지,2022-11-13~2022-11-13,아트로 042-482-4463
음악/콘서트,유료,충청남도,"2022 카즈미 타테이시 트리오 내한 공연-지브리, 재즈를 만나다(천안)",오프라인,천안예술의전당,2022-11-13~2022-11-13,070-8680-8477
음악/콘서트,유료,서울특별시,제7회 포아 피아노연구회 정기연주회,오프라인,금호아트홀 연세,2022-11-14~2022-11-14,카카오톡채널 PoAH 포아피아노연구회 / 인터파크 1544-1555
음악/콘서트,유료,서울특별시,"음악으로 읽는 세계문학 시리즈 Ⅲ, 오텔로",오프라인,세라믹팔레스홀,2022-11-14~2022-11-14,공연예술창작소 예술은감자다 010-3367-1726
음악/콘서트,유료,서울특별시,KCO와 랄프 고토니의 모차르트 교향곡 46 전곡 연주 시리즈 7,오프라인,롯데콘서트홀,2022-11-14~2022-11-14,"인아츠프로덕션 02-6954-7760, KCO 02-592-5728"
음악/콘서트,유료,서울특별시,"코리안 영 아티스트 시리즈 Ⅱ, 김채원 피아노 리사이틀",오프라인,명동성당,2022-11-14~2022-11-14,목프로덕션 02-338-3816
음악/콘서트,유료,서울특별시,김백영 클래식기타 독주회,오프라인,예술의전당 인춘아트홀,2022-11-15~2022-11-15,뮤직클레프 02-3297-3387
음악/콘서트,유료,충청남도,제7회 챔버인상주의 정기연주회 [천안],오프라인,천안시청 봉서홀,2022-11-15~2022-11-15,챔버인상주의 010-6485-9747
음악/콘서트,유료,서울특별시,제8회 앙상블 더 브릿지 정기연주회,오프라인,금호아트홀 연세,2022-11-15~2022-11-15,조인클래식 02-525-6162
음악/콘서트,유료,서울특별시,이스트만 플레이어즈,오프라인,영산아트홀,2022-11-15~2022-11-15,예인예술기획 02-586-0945
음악/콘서트,유료,대구광역시,소프라노 김상은 독창회 [대구],오프라인,달서아트센터,2022-11-15~2022-11-15,IL CLASSICO 010-2247-0246
음악/콘서트,유료,서울특별시,바리톤 한경석 독창회,오프라인,세종문화회관 체임버홀,2022-11-15~2022-11-15,콘서트디자인 02-597-2004
음악/콘서트,유료,충청남도,Rising Piano Festival IV [천안],오프라인,천안예술의전당,2022-11-15~2022-11-15,라온예술기획 041-577-1855
음악/콘서트,유료,경기도,피아니스트 윤소영의 모차르트 피아노 소나타 전곡 시리즈 [수원],오프라인,경기아트센터,2022-11-15~2022-11-15,영음예술기획 02-581-5404
음악/콘서트,유료,경상남도,제15회 이수인 가곡의 밤,오프라인,3.15아트센터,2022-11-15~2022-11-15,경남오페라단 055-266-5580
음악/콘서트,유료,서울특별시,유지연 바이올린 독주회,오프라인,롯데콘서트홀,2022-11-15~2022-11-15,이든예술기획 02-6412-3053
음악/콘서트,유료,서울특별시,이고르 레비트 피아노 리사이틀,오프라인,예술의전당 콘서트홀,2022-11-15~2022-11-15,02-599-5743
국악,유료,부산광역시,"부산공연콘텐츠페스타, 현의 노래",오프라인,부산문화회관 대극장,2022-11-15~2022-11-15,부산문화회관 051-607-6000 (ARS 1번)
음악/콘서트,유료,서울특별시,제58회 콰르텟21 정기연주회,오프라인,예술의전당 IBK챔버홀,2022-11-15~2022-11-15,예인예술기획 02-586-0945
음악/콘서트,무료,경기도,남양주시립합창단 기획연주회: 칸티아모,오프라인,다산아트홀,2022-11-15~2022-11-15,남양주시 문화예술과 031-590-2475
음악/콘서트,유료,대전광역시,"대전시립교향악단 챔버시리즈 4, 비바! 비올라",오프라인,대전예술의전당,2022-11-15~2022-11-15,대전시립교향악단 042-270-8382~8
음악/콘서트,유료,울산광역시,"2022 카즈미 타테이시 트리오 내한 공연-지브리, 재즈를 만나다(울산)",오프라인,울산북구문화예술회관,2022-11-15~2022-11-15,070-8680-8477
기타,유료,경기도,안산시립예술단과 함께하는 수수콘(수요일 수려한 콘서트),오프라인,소극장 보노마루,2022-05-04~2022-11-16,080-481-4000
기타,유료,서울특별시,윤형주의 쎄시봉 콘서트,오프라인,삼청각 일화당,2022-08-17~2022-11-16,삼청각 02-765-3000
연극,유료,부산광역시,"작은무대에 부는 바람, 아빠들의 소꿉놀이",오프라인,공간소극장,2022-11-14~2022-11-16,공간소극장 051-611-8518 / 010-3530-2690
무용/발레,유료,서울특별시,"손경순의 춤, 무심청정: 새로운 여정의 시작",오프라인,국립국악원 풍류사랑방,2022-11-15~2022-11-16,010-4245-5843
연극,유료,경기도,미치던 날 [의정부],오프라인,의정부문화원,2022-11-15~2022-11-16,학교에연극을심는사람들 010-2684-3766
음악/콘서트,유료,서울특별시,소프라노 이영은 독창회 Autumn Moonlight,오프라인,세종문화회관 체임버홀,2022-11-16~2022-11-16,레인보우브릿지 02-6339-2040
국악,유료,부산광역시,"수요공감, 채수정소리단의 진도씻김굿",오프라인,국립부산국악원,2022-11-16~2022-11-16,국립부산국악원 051-811-0114
음악/콘서트,유료,서울특별시,황수진 귀국 타악기 독주회,오프라인,예술의전당 리사이틀홀,2022-11-16~2022-11-16,프로젝트무지카 02-6160-6380
무용/발레,유료,서울특별시,"제43회 서울무용제, 명작무극장",오프라인,아르코예술극장 대극장,2022-11-16~2022-11-16,서울무용제 조직위원회 02-744-8066
음악/콘서트,유료,서울특별시,트리오 루카 정기연주회,오프라인,예술의전당 인춘아트홀,2022-11-16~2022-11-16,영음예술기획 02-581-5404
음악/콘서트,유료,인천광역시,제407회 인천시립교향악단 정기연주회,오프라인,아트센터 인천,2022-11-16~2022-11-16,인천시립교향악단 032-420-2781
음악/콘서트,유료,부산광역시,"부산국제클래식음악제, BICmf챔버오케스트라",오프라인,부산문화회관 중극장,2022-11-16~2022-11-16,부산국제클래식음악제조직위원회 080-600-2030
음악/콘서트,유료,경상남도,"아침애 음악회, 프랑스 몽마르트의 천재들 [거제]",오프라인,거제문화예술회관,2022-11-16~2022-11-16,거제시문화예술재단 055-680-1050~1
음악/콘서트,유료,서울특별시,장애인식개선을 위한 하트 투 하트 콘서트,오프라인,예술의전당 콘서트홀,2022-11-16~2022-11-16,하트-하트재단 02-430-2000 (내선 7905)
뮤지컬/오페라,무료,부산광역시,마술피리 [부산],오프라인,영도문화예술회관,2022-11-16~2022-11-16,영도문화예술회관 051-419-5571~4
음악/콘서트,유료,충청남도,"살롱 드 공주, 순수를 연주하다",오프라인,공주문예회관,2022-11-16~2022-11-16,공주문예회관 041-852-0858
음악/콘서트,무료,경상남도,클래식 영 아티스트 콘서트 [안동],오프라인,안동문화예술의전당,2022-11-16~2022-11-16,안동문화예술의전당 054-840-3600
국악,유료,인천광역시,"커피콘서트 Ⅸ, 퓨전국악 콘서트: 경로이탈",오프라인,인천문화예술회관,2022-11-16~2022-11-16,인천문화예술회관 032-420-2737
음악/콘서트,유료,경기도,"국립합창단, 모차르트 레퀴엠 [오산]",오프라인,오산문화예술회관,2022-11-16~2022-11-16,오산문화예술회관 031-379-9999
무용/발레,유료,서울특별시,차이코프스키 발레환타지,오프라인,반포심산아트홀,2022-11-16~2022-11-16,서초문화재단 공연사업팀 02-3477-2805
음악/콘서트,유료,서울특별시,"FAC 리사이틀 시리즈 Ⅷ, 마트베이 데민",오프라인,예술의전당 IBK챔버홀,2022-11-16~2022-11-16,플루트아트센터 02-2632-1909
음악/콘서트,유료,서울특별시,KCO와 랄프 고토니의 모차르트 교향곡 46 전곡 연주 시리즈 8,오프라인,롯데콘서트홀,2022-11-16~2022-11-16,"InArts 02-6954-7760, KCO 02-592-5728"
음악/콘서트,유료,대전광역시,"리사이틀 & 앙상블 시리즈 Ⅶ, 노부스 콰르텟 [대전]",오프라인,대전예술의전당,2022-11-16~2022-11-16,대전예술의전당 042-270-8333
음악/콘서트,유료,대구광역시,"명연주시리즈, 이고르 레비트 피아노 리사이틀",오프라인,대구콘서트하우스 그랜드홀,2022-11-16~2022-11-16,대구콘서트하우스 053-250-1400 (ARS 1번)
음악/콘서트,유료,부산광역시,"부산국제클래식음악제, Pre-Concert 대전환 그리고 포용: 챔버오케스트라",오프라인,부산문화회관 중극장,2022-11-16~2022-11-16,부산국제클래식음악제조직위원회 080-600-2030
음악/콘서트,유료,서울특별시,"2022 카즈미 타테이시 트리오 내한 공연-지브리, 재즈를 만나다(서울 마포)",오프라인,마포아트센터 아트홀맥,2022-11-16~2022-11-16,070-8680-8477
국악,유료,서울특별시,국립국악원 무용단 안무자 육성 기획공연 <심보심작 (尋寶心作)>,오프라인,국립국악원 우면당,2022-11-10~2022-11-17,02-580-3300
무용/발레,유료,서울특별시,"안무자 육성 기획공연, 춤 심보심작(尋寶心作)",오프라인,국립국악원 우면당,2022-11-10~2022-11-17,국립국악원 02-580-3300
연극,유료,서울특별시,휴먼코메디,오프라인,나루아트센터,2022-11-10~2022-11-17,광진문화재단 02-2049-4700
연극,유료,서울특별시,"제22회 월드 2인극 페스티벌, 두 영웅: 주민센터에 간 도쿠가와 이에야스",오프라인,시온아트홀,2022-11-15~2022-11-17,2인극페스티벌 조직위원회 070-7776-6613
연극,유료,경상남도,아버지와 살면 [구미],오프라인,소극장 공터다,2022-11-15~2022-11-17,공터다 054-444-0604
무용/발레,유료,인천광역시,무버 MERRY GO ROUND [인천],오프라인,트라이보울 공연장,2022-11-16~2022-11-17,02-2633-2071
국악,유료,서울특별시,"풍물명인전(風物名人傳), 내포 남사당 이광수",오프라인,민속극장풍류,2022-11-17~2022-11-17,민속극장 풍류 02-3011-2178
